"entity","word","n","tf","idf","tf_idf"
"http://purl.obolibrary.org/obo/ENVO_01000577","radio",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/ENVO_01000579","television",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/ENVO_01000583","refrigerator",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/ENVO_01000588","sofa",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0000015","eaves",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0000097","febrile",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0000186","watch",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0000424","nationality",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0000444","taluk",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0000452","region",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0000667","deceased",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0011196","hemolysis",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0011644","legumes",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0015093","pharmacy",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0015119","undernutrition",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0021084","electricity",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0021095","state",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0024306","dehydrated",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0026001","citizenship",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0030131","microhematuria",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0030166","dam",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0031116","vomited",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0033187","grunting",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0033194","hypoxia",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0033201","leukocytosis",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0033202","leukopenia",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0033260","tachycardia",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0033261","tachypnea",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0041121","immunosuppressants",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0044109","smartphone",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0044113","ceiling",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/EUPATH_0044160","crowding",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/HP_0000952","jaundice",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/HP_0002018","nausea",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/HP_0100518","dysuria",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/SYMP_0000124","seizures",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/SYMP_0019176","malaise",1,1,7.86480400332846,7.86480400332846
"http://purl.obolibrary.org/obo/ENVO_01000586","chair",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/ENVO_01000595","cupboard",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/ENVO_01000596","clock",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/ENVO_01000614","bicycle",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0000026","acres",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0000144","assets",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0010416","dysentery",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0010995","hospitalized",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0011659","grains",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0011669","sweets",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0015422","dysentery",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0024303","thirsty",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0024304","lethargic",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0032058","lethargic",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0035062","stunted",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0035064","wasted",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0035066","underweight",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0041020","basophils",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0041022","eosinophils",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0041024","lymphocytes",1,1,7.17165682276851,7.17165682276851
"http://purl.obolibrary.org/obo/EUPATH_0041026","monocytes",1,1,7.17165682276851,7.17165682276851
